ProtoForm	ProtoFormGloss	Reflex	ReflexGloss	GlottologName	ACDName	GlottoCode	Latitude	Longitude	ProtoLanguage	ReflexCount
*lib(e)túŋ	deep place in river; pool of water left when a stream dries up	libtóŋ	pond, reservoir	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*lib(e)túŋ	deep place in river; pool of water left when a stream dries up	libtoŋ	lagoon (as a body of water having a narrow outlet)	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	5
*liklík	go around the edge, take a detour	liklik	to sneak by, go around something, avoid	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	5
*liklík	go around the edge, take a detour	mag-liklík	to avoid, bypass, go around, detour around	Bikol	Bikol	biko1240			PPh	5
*liklík	go around the edge, take a detour	liklík	to go along the edges of something or round about, not straight across or in the center	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	5
*liklík	go around the edge, take a detour	liklik-an	to avoid, elude, slip away from; shun	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*liklík	go around the edge, take a detour	ka-liklik-án	digression	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*likup₂	scoop, scooping tool	likop	chisel scoop	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	5
*likup₂	scoop, scooping tool	líkup	chisel (with a rounded point)	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	5
*likup₂	scoop, scooping tool	líkup	a scooper	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*likup₂	scoop, scooping tool	likóp	curved chisel	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	5
*likup₂	scoop, scooping tool	likup	an iron tool used for making holes in bamboo, wood, leather, and the like; gimlet, auger	Tausug	Tausug	taus1251	5.12236	118.88	PPh	5
*limes	to drown	a-limeh	to drown	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	5
*limes	to drown	liməs	to drown	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	5
*limes	to drown	ma-limús	to drown	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	5
*limes	to drown	ma-limát	be drowned	Isnag	Isneg	isna1241	18.2139	121.16	PPh	5
*limes	to drown	limes	to drown	Calamian Tagbanwa	Tboli	cala1258	12.0716	120.094	PPh	5
*linak	calm, still, quiet	na-línak	calm; tranquil; still	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*linak	calm, still, quiet	ma-linak	to be calm (of sea/ocean)	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	5
*linak	calm, still, quiet	dinak	calm, tranquil	Itbayat	Ivatan	ivat1242	20.77	121.85	PPh	5
*linak	calm, still, quiet	linák	calm	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	5
*linak	calm, still, quiet	linak	calm, quiet	Yami	Yami	yami1254	22.055	121.544	PPh	5
*liqed	footprints, tracks	liked	footprints	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	5
*liqed	footprints, tracks	liyɨr-an	to step over something	Central Tagbanwa	Central Tagbanwa	cent2090	10.6519	119.338	PPh	5
*liqed	footprints, tracks	liyodu	tracks, footprints	Gorontalo	Gorontalo	goro1259	0.62689	122.288	PPh	5
*liqed	footprints, tracks	liʔúd	footprint	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	5
*liqed	footprints, tracks	liod	tracks, imprint of the foot or paw; step, pace	Mongondow	Mongondow	mong1342	0.64616	124.114	PPh	5
*lislís	to roll up sleeves or pant legs	lislís	curled up, upturned (as a lip); blown up (as a skirt)	Bikol	Bikol	biko1240			PPh	5
*lislís	to roll up sleeves or pant legs	lislís	to pull, roll up (pant legs or shirt sleeves); to hike up (a dress), as when walking through mud	Talaandig-Binukid	Binukid	binu1244	8.15933	124.892	PPh	5
*lislís	to roll up sleeves or pant legs	lislís	the rolling up of the sleeves or pant legs	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*lislís	to roll up sleeves or pant legs	lislís	to pull up or roll up the legs, sleeves, or end of a garment, as one does when crossing a stream	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	5
*lislís	to roll up sleeves or pant legs	lislís	lifted up, raised up, or blown up (said of skirts or dress)	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*liŋay₂	turn the head to look back	liŋay	to turn one’s head to the side	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	5
*liŋay₂	turn the head to look back	l<um>iŋáy	to turn the head	Isnag	Isneg	isna1241	18.2139	121.16	PPh	5
*liŋay₂	turn the head to look back	liŋáy	to look behind one	Botolan Sambal	Sambal	boto1242	15.2315	120.164	PPh	5
*liŋay₂	turn the head to look back	liŋáy	to look behind one	Botolan Sambal	Sambal (Botolan)	boto1242	15.2315	120.164	PPh	5
*liŋay₂	turn the head to look back	liŋay	to look around	Yami	Yami	yami1254	22.055	121.544	PPh	5
*liŋiq	turn one’s head to the side to look back	liŋíʔ	askew, awry, crooked, unbalanced, not level	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	5
*liŋiq	turn one’s head to the side to look back	líŋiʔ	turn one’s head to the side to look back	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	5
*liŋiq	turn one’s head to the side to look back	liŋʔí	to turn away; turn the head to the side	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*liŋiq	turn one’s head to the side to look back	liŋiʔ	to turn the head	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	5
*liŋiq	turn one’s head to the side to look back	liŋiʔ	lean the head back	Maranao	Maranao	mara1404	7.79414	124.175	PPh	5
*luas₂	remove the clothes, undress	mag-loat	to remove, take off clothing	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	5
*luas₂	remove the clothes, undress	luwas	to remove, take off (an article of clothing)	Talaandig-Binukid	Binukid	binu1244	8.15933	124.892	PPh	5
*luas₂	remove the clothes, undress	luwas	to remove an article of clothing	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	5
*luas₂	remove the clothes, undress	loas	shed off skin, molt; undress	Maranao	Maranao	mara1404	7.79414	124.175	PPh	5
*luas₂	remove the clothes, undress	mag-luwas	to take off something (as clothes)	Yakan	Yakan	yaka1277	6.531023	122.021729	PPh	5
*ludlud₁	scrub hard to remove dirt	ludlud	to scrape one’s body with a rock when bathing to remove dirt	Central Cagayan Agta	Agta (Central Cagayan)	cent2084	17.9571	121.857	PPh	5
*ludlud₁	scrub hard to remove dirt	ludlud	to scrape one’s body with a rock when bathing to remove dirt	Dupaninan Agta	Agta (Eastern)	dupa1235	17.3748	122.188	PPh	5
*ludlud₁	scrub hard to remove dirt	mag-lodlod	to scrub the skin or an object hard with the hands to remove dirt	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	5
*ludlud₁	scrub hard to remove dirt	ludlud	to rub one’s body with the palm of the hand when bathing, in order to remove ingrained dirt	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	5
*ludlud₁	scrub hard to remove dirt	ag-ludlúd	to remove grime off the skin, scrub off dirt	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*luk(e)bán	a citrus fruit, the pomelo	lukbán	the pomelo: Citrus grandis	Bikol	Bikol	biko1240			PPh	5
*luk(e)bán	a citrus fruit, the pomelo	lukbán	the pomelo: Citrus grandis Osbeck	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	5
*luk(e)bán	a citrus fruit, the pomelo	lukbán	the pomelo: Citrus decumana	Mayoyao Ifugao	Ifugaw	mayo1262	16.9984	121.29	PPh	5
*luk(e)bán	a citrus fruit, the pomelo	lukbán	the pomelo: Citrus decumana	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*luk(e)bán	a citrus fruit, the pomelo	dukban	citrus fruit: pomelo	Itbayat	Ivatan	ivat1242	20.77	121.85	PPh	5
*luktun	young wingless locust	eúkton	small locust	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	5
*luktun	young wingless locust	luktón	grasshopper	Bikol	Bikol	biko1240			PPh	5
*luktun	young wingless locust	luktón	young wingless locust, young grasshopper	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*luktun	young wingless locust	men-loktón	to cast one’s skin, as snakes do	Kankanaey	Kankanaey	kank1243	16.8548	120.689	PPh	5
*luktun	young wingless locust	luktón	young locust (still wingless)	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*lukúb	to encircle, surround	lukúb	close and lock; enclose something in an area or by putting something over it; shutter; cover; space enclosed; kind of fish corral for impounding fish in a receding tide	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	5
*lukúb	to encircle, surround	lukúb	skin, bark, cover, outer layer; foreskin, prepuce	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	5
*lukúb	to encircle, surround	lokob	lid, cover	Maranao	Maranao	mara1404	7.79414	124.175	PPh	5
*lukúb	to encircle, surround	lokób	to surround, encircle; cover oneself completely, e.g. when cold	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	5
*lukúb	to encircle, surround	pag-lúkob	act of sheltering, as a bird does with its young	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*lumay	love charm, aphrodisiac	lomay	a magic love charm directed by a person at another in order to cause him or her to be attracted to them	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	5
*lumay	love charm, aphrodisiac	maka-lumáy	to be affected by a love potion	Bikol	Bikol	biko1240			PPh	5
*lumay	love charm, aphrodisiac	lumáy	love charm, potion	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	5
*lumay	love charm, aphrodisiac	lomay	aphrodisiac	Maranao	Maranao	mara1404	7.79414	124.175	PPh	5
*lumay	love charm, aphrodisiac	lumáy	love potion, aphrodisiac, love charm	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*lunag	to melt, as lard	lunag-ən	to melt, as sugar or fat placed in a heated pot	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	5
*lunag	to melt, as lard	lunág-en	to melt, dissove, liquefy	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*lunag	to melt, as lard	mag-lúnāg	to melt	Isnag	Isneg	isna1241	18.2139	121.16	PPh	5
*lunag	to melt, as lard	mal-lúnag	to melt	Itawit	Itawis	itaw1240	17.7329	121.58	PPh	5
*lunag	to melt, as lard	om-honag	to melt, as lard	Yami	Yami	yami1254	22.055	121.544	PPh	5
*lupis₂	outer layer of abaca plant	lopih	skin of fruit or vegetable	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	5
*lupis₂	outer layer of abaca plant	lupís	narrow strips or fibers of the banana or abaca stalk pulled from wider strips and used for tying	Bikol	Bikol	biko1240			PPh	5
*lupis₂	outer layer of abaca plant	lupis	strips of the trunk of abaca or the stalks of certain varieties of banana which have not been processed into fibers (for tying)	Talaandig-Binukid	Binukid	binu1244	8.15933	124.892	PPh	5
*lupis₂	outer layer of abaca plant	lúpis	dried strips of abaca trunk or certain varieties of bananas which have not been processed into fibers, used for tying and other similar purposes	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	5
*lupis₂	outer layer of abaca plant	lupis	the outer layer of the abaca plant (usually used as string)	Tausug	Tausug	taus1251	5.12236	118.88	PPh	5
*lusút	to slip through, pass through	mag-lusót	sneak in by way of; make one’s way through without being caught or detected; to get away via	Bikol	Bikol	biko1240			PPh	5
*lusút	to slip through, pass through	lusút	to pass, go through; go through, come out successful; (in basketball) to drive through the defense	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	5
*lusút	to slip through, pass through	l<um>sót	to go through; break through; pass through; to protrude, spurt, break through; flow out; to escape from danger	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*lusút	to slip through, pass through	losot	to escape (as through a hole in a net)	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	5
*lusút	to slip through, pass through	lusót	passing through or able to pass through a narrow place	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*luá	interjection used to halt a carabao in the fields	pa-luwá	to command a carabao to stop	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	5
*luá	interjection used to halt a carabao in the fields	luwá	pause, wait; most frequently used in the expression or ‘wait a moment!’	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	5
*luá	interjection used to halt a carabao in the fields	luá	interjection used to halt the water buffalo	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*luá	interjection used to halt a carabao in the fields	luwa	whoa! --- the word used to halt a work animal, such as a carabao, cow, or horse	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	5
*luá	interjection used to halt a carabao in the fields	loa	whoa! stop an animal	Maranao	Maranao	mara1404	7.79414	124.175	PPh	5
*línis	clean	linih	to clean	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	5
*línis	clean	línis	clean; to clean, to clean up clutter, to clear land	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	5
*línis	clean	dinis	cleanliness	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	5
*línis	clean	linis-en	to clean	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	5
*línis	clean	ka-linís-an	clearness, cleanliness; neatness, being neat; purity, chastity, freedom from moral evil; innocence	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*lítid	tendon, ligament; prominent veins	mag- lítid	to pop out or become prominent (veins, as when under the strain of singing or lifting something heavy); usually expressed in the plural as	Bikol	Bikol	biko1240			PPh	5
*lítid	tendon, ligament; prominent veins	lítid	blood veins	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	5
*lítid	tendon, ligament; prominent veins	lítid	tendon	Itawit	Itawis	itaw1240	17.7329	121.58	PPh	5
*lítid	tendon, ligament; prominent veins	lítid	tendon, cartilage	Pampanga	Kapampangan	pamp1243	14.9603	120.502	PPh	5
*lítid	tendon, ligament; prominent veins	lítid	ligament; tendon; sinew; a band of bodily tissue which connects muscle to bone, or holds parts of the body in place	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*lúnud	to sink	mag-lúnod	to sink something; to scuttle, capsize, submerge, overturn	Bikol	Bikol	biko1240			PPh	5
*lúnud	to sink	lúnud	turning over; covering up; drowning	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	5
*lúnud	to sink	lúnod	to sink, disappear, vanish, be lost at sea; lose all one’s money; forget completely	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*lúnud	to sink	pagka-lúnod	drowning	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*lúnud	to sink	ma-lunud	to sink, submerge, capsize	Tausug	Tausug	taus1251	5.12236	118.88	PPh	5
*makúpa	mountain apple: Eugenia spp.	makúpa	a tree and its fruit: Eugenia aquea	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	5
*makúpa	mountain apple: Eugenia spp.	makópa	tree growing up to ten meters and producing a juicy, edible fruit, small, waxy and pear-shaped in appearance, mountain apple, rose apple: Syzygium malaccense	Bikol	Bikol	biko1240			PPh	5
*makúpa	mountain apple: Eugenia spp.	makúpa	a small tree cultivated for its red, top-shaped fruits, with white, spongy meat and a mild flavor, a large meaty variety of the Syzygium samarangense	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	5
*makúpa	mountain apple: Eugenia spp.	makúpa	the mountain apple or Malay apple: Eugenia javanica	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*makúpa	mountain apple: Eugenia spp.	makópa	Malay rose apple tree and its fruit	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*muhmuh	crumbs of food, esp. rice	múhmuh	crumbs of rice, scattered rice droppings	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	5
*muhmuh	crumbs of food, esp. rice	momo	crumbs that fall when people are eating	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	5
*muhmuh	crumbs of food, esp. rice	mumó	crumbs (esp. rice particles scattered around while eating)	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	5
*muhmuh	crumbs of food, esp. rice	mumhu	little particles of cooked rice corn that fall next to the plate when eating	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	5
*muhmuh	crumbs of food, esp. rice	múmo	particles of cooked rice falling off the plate or table during a meal	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*pag(e)qúŋ	land turtle	pagóŋ	turtle	Bikol	Bikol	biko1240			PPh	5
*pag(e)qúŋ	land turtle	pagʔúŋ	turtle	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	5
*pag(e)qúŋ	land turtle	pagʔóŋ	tortoise, a land and fresh-water turtle	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*pag(e)qúŋ	land turtle	pagʔóŋ	kind of turtle with long neck and a more or less elongated body	Isnag	Isneg	isna1241	18.2139	121.16	PPh	5
*pag(e)qúŋ	land turtle	pagóŋ	turtle	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*palit	exchange	palít	change, exchange, switch	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	5
*palit	exchange	palít	buy	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	5
*palit	exchange	palít	buy new clothes, have new clothes	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	5
*palit	exchange	palít	change, exchange, substitute	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*palit	exchange	palit	to exchange	Yami	Yami	yami1254	22.055	121.544	PPh	5
*patániq	lima bean: Phaseolus lunatus	patani-ən	to gather this bean	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	5
*patániq	lima bean: Phaseolus lunatus	patániʔ	lima bean: Phaseolus lunatus	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	5
*patániq	lima bean: Phaseolus lunatus	patáni	lima beans (Phaseolus lunatus Linn.), the largest type of beans cultivated by the Hanunóo	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	5
*patániq	lima bean: Phaseolus lunatus	patáni	lima bean: Phaseolus lunatus	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*patániq	lima bean: Phaseolus lunatus	patániʔ	lima bean	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*pitek	mud	fitak	mud	Sarangani Blaan	Bilaan (Sarangani)	sara1326	6.03691	125.354	PPh	5
*pitek	mud	fitak	mud	Koronadal Blaan	Blaan	koro1310	6.20529	125.007	PPh	5
*pitek	mud	pítək	mud, especially the mud in a pondfield	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	5
*pitek	mud	pítok	mud	Mayoyao Ifugao	Ifugaw	mayo1262	16.9984	121.29	PPh	5
*pitek	mud	pítek	dirt; mire; mud; slime	Kankanaey	Kankanaey	kank1243	16.8548	120.689	PPh	5
*punit	a tear, small hole, or rip	púnit	small hole or rip	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*punit	a tear, small hole, or rip	pónit	to cover or close off small holes or openings	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	5
*punit	a tear, small hole, or rip	pónit	to close up, to stick together, to pull something together	Botolan Sambal	Sambal	boto1242	15.2315	120.164	PPh	5
*punit	a tear, small hole, or rip	pónit	to close up, to stick together, to pull something together	Botolan Sambal	Sambal (Botolan)	boto1242	15.2315	120.164	PPh	5
*punit	a tear, small hole, or rip	ma- púnit	to be torn, ripped or rent	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*qa	particle expressing confirmation: indeed	ka	indeed	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	5
*qa	particle expressing confirmation: indeed	ʔaa	expression of recognition or agreement	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	5
*qa	particle expressing confirmation: indeed	a	of course, as would be expected, naturally	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	5
*qa	particle expressing confirmation: indeed	a	particle expressing confirmation; yes indeed (I agree)	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*qa	particle expressing confirmation: indeed	a	interjection expressing hesitation, agreement, disagreement, etc.	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	5
*qaRutay	a plant in the banana family, probably Musa textilis	lutay	abaca	Sarangani Blaan	Bilaan (Sarangani)	sara1326	6.03691	125.354	PPh	5
*qaRutay	a plant in the banana family, probably Musa textilis	lutay	abaca	Koronadal Blaan	Blaan	koro1310	6.20529	125.007	PPh	5
*qaRutay	a plant in the banana family, probably Musa textilis	ahutay	skin from the wild banana plant, used to make string; to make string from the wild banana plant	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	5
*qaRutay	a plant in the banana family, probably Musa textilis	ʔagútay	a species of plant	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	5
*qaRutay	a plant in the banana family, probably Musa textilis	klutay	a plant similar to the banana or abaca plant, with inedible fruit	Calamian Tagbanwa	Tboli	cala1258	12.0716	120.094	PPh	5
*qadipen	slave	ajjipan	slave	Pamplona Atta	Atta (Pamplona)	pamp1244	18.4738	121.3	PPh	5
*qadipen	slave	aripan	slave	Gaddang	Gaddang	gadd1244	16.5468	121.177	PPh	5
*qadipen	slave	odipan	slave	Ata Manobo	Manobo (Ata)	atam1240	7.7789	125.499	PPh	5
*qadipen	slave	alipín-in	to treat as a slave	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*qadipen	slave	klifen	slave; servant; to enslave someone	Calamian Tagbanwa	Tboli	cala1258	12.0716	120.094	PPh	5
*qepés	deflated, shrunken	epés	retract, shrink (a balloon when the air is let out, a boil when it begins to heal, a woman's stomach after giving birth)	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	5
*qepés	deflated, shrunken	um-pés	reduce, subside, unswell (abscesses, etc.)	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*qepés	deflated, shrunken	aʔpes	idea of contracting	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	5
*qepés	deflated, shrunken	kepes	deflated	Calamian Tagbanwa	Kalamian Tagbanwa	cala1258	12.0716	120.094	PPh	5
*qepés	deflated, shrunken	impís	shrunken, deflated	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*rab(e)nút	to grab and pull	mag-rabnót	to grab someone by the hair or beard; to grab onto something and pull	Bikol	Bikol	biko1240			PPh	5
*rab(e)nút	to grab and pull	labnút	to pull s.t. with a jerk, usually s.t. that is in s.t. else	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	5
*rab(e)nút	to grab and pull	rabnót	to snatch; remove forcibly and suddenly	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*rab(e)nút	to grab and pull	labnót	grab and snatch with violence; plucking out of hair	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	5
*rab(e)nút	to grab and pull	labnót	a tweak; a sharp pull and twist; plucking out hair, weeds, etc.; pulling up by the roots; plucked out; pulled up by the roots	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*rúnut	wear out through overuse, as fabric or a rope	rúnot	crushed or smashed into smaller pieces; mashed (something soft, such as a potato, fruit)	Bikol	Bikol	biko1240			PPh	5
*rúnut	wear out through overuse, as fabric or a rope	rúnut	pulverization, smashing, crushing	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	5
*rúnut	wear out through overuse, as fabric or a rope	na-rúnot	worn out, worn down, decayed; rotten	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	5
*rúnut	wear out through overuse, as fabric or a rope	runut	to overripen a fruit; of the fruit, to be overripe	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	5
*rúnut	wear out through overuse, as fabric or a rope	ronot	old, as of fabric	Maranao	Maranao	mara1404	7.79414	124.175	PPh	5
*saRap	scoop up, skim from the surface	mag-ságap	to gather information or facts by listening; to induce	Bikol	Bikol	biko1240			PPh	5
*saRap	scoop up, skim from the surface	ságap	catch a whiff by accident	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	5
*saRap	scoop up, skim from the surface	sahap	scoop up, scoop out		Proto-Minahasan				PPh	5
*saRap	scoop up, skim from the surface	ságap	something scooped or skimmed fromthe surface of water or a liquid	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	5
*saRap	scoop up, skim from the surface	i-saɁap	what one uses as a scooper	Tontemboan	Tontemboan	tont1239	1.24813	124.654	PPh	5
*sad(e)qaŋ	to hang, as something on a nail	sadɁaŋ	to hook something over something else; to hang something by a hook	Talaandig-Binukid	Binukid	binu1244	8.15933	124.892	PPh	5
*sad(e)qaŋ	to hang, as something on a nail	sadáŋ	to place wood on a rack for drying, especially of the wooden forms from which digging tools are shaped ( = curved wooden tool with narrow blade, used for breaking and turning the soil in a pondfield)	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	5
*sad(e)qaŋ	to hang, as something on a nail	sádɁaŋ	hanging, as on a peg, hook, etc.	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	5
*sad(e)qaŋ	to hang, as something on a nail	i-sadɁáŋ	to hang; to hang upon; to hook; to catch; to catch in	Kankanaey	Kankanaey	kank1243	16.8548	120.689	PPh	5
*sad(e)qaŋ	to hang, as something on a nail	mo-mo-tadaŋ	carry something that hangs from the middle of a strap over the shoulder	Mongondow	Mongondow	mong1342	0.64616	124.114	PPh	5
*sadsad	trample, stomp on	mag-sadsád	to perform dance steps	Bikol	Bikol	biko1240			PPh	5
*sadsad	trample, stomp on	sadsad	dance with the feet (rather than with the hands or some other part of the body)	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	5
*sadsad	trample, stomp on	s<in>adsad	the method of cultivating a rice paddy --- breaking the mud clods with the feet	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	5
*sadsad	trample, stomp on	sadsad	to kick someone or something, of a person or animal	Ibatan	Ibatan	ibat1238	18.9398	121.909	PPh	5
*sadsad	trample, stomp on	sadsad	kick, idea of kicking	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	5
*saka	to climb, go up	mama-haka	for someone to climb a mountain or hill	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	5
*saka	to climb, go up	saká	to climb (as stairs), bring something up	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	5
*saka	to climb, go up	saká	climbing up, going up, as into a house	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	5
*saka	to climb, go up	saka	to ascend (as a mountain); to go upstream	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	5
*saka	to climb, go up	saka	to climb (mountain)		Proto-Sangiric				PPh	5
*sakeb	to lie face down, prone	sakəb	to lie face down (as a person, or for a canoe to be floating upside down in the water)	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	5
*sakeb	to lie face down, prone	sakeb	be inverted, upside down (as a barrel), lie face down (person)	Ibatan	Ibatan	ibat1238	18.9398	121.909	PPh	5
*sakeb	to lie face down, prone	sakeb	idea of lying with face down	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	5
*sakeb	to lie face down, prone	maka-sakáb	lying face-down	Pampanga	Kapampangan	pamp1243	14.9603	120.502	PPh	5
*sakeb	to lie face down, prone	pa-sakeb	place something face downward	Yami	Yami	yami1254	22.055	121.544	PPh	5
*salakeb	cover trap for fish or crustaceans	salakáb	small fish trap used in the rice fields	Bikol	Bikol	biko1240			PPh	5
